week,week_start_date,product,region,transaction_volume,revenue,new_customers,return_customers,return_rate_pct,conversion_rate_pct,satisfaction_score
2024-W02,2024-01-08,Personal Current Account,Wales,4739,425484.14,1133,3013,63.59,12.38,4.09
2024-W02,2024-01-08,Savings Account,North,3087,264103.78,565,1524,49.38,23.2,4.33
2024-W02,2024-01-08,Savings Account,South,3025,220873.75,469,1702,56.29,24.15,4.2
2024-W02,2024-01-08,Savings Account,East,3015,244186.92,778,1341,44.48,16.46,4.31
2024-W02,2024-01-08,Savings Account,West,3056,130632.15,555,1033,33.82,29.3,4.12
2024-W02,2024-01-08,Savings Account,Scotland,2951,236559.46,813,952,32.28,14.47,4.12
2024-W02,2024-01-08,Savings Account,Wales,3087,268030.74,1045,1693,54.86,32.78,4.18
2024-W02,2024-01-08,Mortgage,North,818,60709.76,245,306,37.47,26.86,4.5
2024-W02,2024-01-08,Mortgage,South,812,68409.01,248,377,46.48,23.66,3.91
2024-W02,2024-01-08,Mortgage,East,842,38393.38,290,296,35.26,37.03,3.69
2024-W02,2024-01-08,Mortgage,West,748,50022.57,205,372,49.86,37.08,4.2
2024-W02,2024-01-08,Mortgage,Scotland,824,53898.56,257,451,54.79,34.14,3.73
2024-W02,2024-01-08,Mortgage,Wales,781,67481.36,256,436,55.85,19.91,3.92
2024-W02,2024-01-08,Credit Card,North,4368,340230.66,1049,1530,35.05,34.88,4.38
2024-W02,2024-01-08,Credit Card,South,4690,307932.58,1573,1899,40.49,26.85,4.09
2024-W02,2024-01-08,Credit Card,East,4352,284370.12,1033,1853,42.6,12.3,3.7
2024-W02,2024-01-08,Credit Card,West,4883,393538.13,985,1753,35.9,13.22,4.28
2024-W02,2024-01-08,Credit Card,Scotland,4309,274327.15,727,1872,43.45,33.91,4.32
2024-W02,2024-01-08,Credit Card,Wales,4481,264434.99,748,2358,52.64,27.49,4.01
2024-W02,2024-01-08,Business Loan,North,615,44524.52,102,208,33.88,16.1,3.88
2024-W02,2024-01-08,Business Loan,South,587,43271.89,157,316,53.86,32.58,4.14
2024-W02,2024-01-08,Business Loan,East,582,35603.11,192,271,46.59,15.91,4.3
2024-W02,2024-01-08,Business Loan,West,667,39756.69,225,331,49.75,29.43,3.87
2024-W02,2024-01-08,Business Loan,Scotland,540,39543.75,86,285,52.79,13.12,3.5
2024-W02,2024-01-08,Business Loan,Wales,594,44947.45,119,240,40.46,32.55,3.9
2024-W03,2024-01-15,Personal Current Account,North,5062,402458.51,1188,3220,63.62,21.22,4.14
2024-W03,2024-01-15,Personal Current Account,South,4519,190706.59,1490,2874,63.62,28.7,3.56
2024-W03,2024-01-15,Personal Current Account,East,5088,248556.25,1052,3236,63.62,35.24,4.14
2024-W03,2024-01-15,Personal Current Account,West,4872,363190.66,1274,3099,63.62,20.67,3.6
2024-W03,2024-01-15,Personal Current Account,Scotland,5141,302647.29,881,3270,63.62,36.21,4.48
2024-W03,2024-01-15,Personal Current Account,Wales,5083,350989.73,1635,3233,63.62,29.12,3.85
2024-W03,2024-01-15,Savings Account,North,3008,147651.48,836,1433,47.65,35.0,3.69
2024-W03,2024-01-15,Savings Account,South,3190,239570.76,659,1747,54.78,27.86,4.12
2024-W03,2024-01-15,Savings Account,East,2681,140572.19,544,1104,41.21,27.91,4.01
2024-W03,2024-01-15,Savings Account,West,3083,193159.16,655,994,32.26,13.68,4.0
2024-W03,2024-01-15,Savings Account,Scotland,2950,200722.89,502,941,31.91,15.7,3.73
2024-W03,2024-01-15,Savings Account,Wales,3101,179171.34,936,1741,56.15,33.46,3.91
2024-W03,2024-01-15,Mortgage,North,696,46723.16,121,290,41.79,25.07,3.99
2024-W03,2024-01-15,Mortgage,South,847,67308.72,164,389,45.97,25.9,3.98
2024-W03,2024-01-15,Mortgage,East,883,57474.86,240,396,44.94,34.89,4.23
2024-W03,2024-01-15,Mortgage,West,816,43188.09,200,286,35.06,37.76,4.06
2024-W03,2024-01-15,Mortgage,Scotland,796,49557.94,211,401,50.44,23.05,4.02
2024-W03,2024-01-15,Mortgage,Wales,785,33888.84,164,370,47.2,17.58,4.26
2024-W03,2024-01-15,Credit Card,North,4247,294422.84,1279,2223,52.36,30.84,3.78
2024-W03,2024-01-15,Credit Card,South,4196,326342.02,1132,1702,40.56,33.19,4.71
2024-W03,2024-01-15,Credit Card,East,4643,388417.78,1360,2627,56.58,14.81,4.19
2024-W03,2024-01-15,Credit Card,West,4214,320203.83,1385,1557,36.95,20.88,4.29
2024-W03,2024-01-15,Credit Card,Scotland,4468,188502.88,897,2508,56.15,26.46,4.16
2024-W03,2024-01-15,Credit Card,Wales,4236,239853.06,1338,1439,33.98,12.57,4.15
2024-W03,2024-01-15,Business Loan,North,584,49827.73,120,208,35.76,19.85,3.87
2024-W03,2024-01-15,Business Loan,South,626,28939.02,106,220,35.24,20.26,3.64
2024-W03,2024-01-15,Business Loan,East,620,30790.71,128,200,32.41,12.73,4.31
2024-W03,2024-01-15,Business Loan,West,568,34138.64,92,260,45.8,31.65,3.85
2024-W03,2024-01-15,Business Loan,Scotland,591,50576.42,177,258,43.73,32.08,4.18
2024-W03,2024-01-15,Business Loan,Wales,594,31443.15,153,206,34.79,31.58,4.23
2024-W04,2024-01-22,Personal Current Account,North,5528,395386.58,1433,3518,63.65,36.87,3.95
2024-W04,2024-01-22,Personal Current Account,South,4485,342987.18,1449,2854,63.65,24.0,4.35
2024-W04,2024-01-22,Personal Current Account,East,5504,371837.29,932,3503,63.65,14.07,4.22
2024-W04,2024-01-22,Personal Current Account,West,4673,250208.79,1184,2974,63.65,37.88,4.06
2024-W04,2024-01-22,Personal Current Account,Scotland,4664,370152.97,1482,2968,63.65,28.19,4.29
2024-W04,2024-01-22,Personal Current Account,Wales,4594,394881.11,1264,2924,63.65,36.63,4.01
2024-W04,2024-01-22,Savings Account,North,2819,199651.19,726,1276,45.3,32.92,4.14
2024-W04,2024-01-22,Savings Account,South,2934,260430.03,672,1111,37.87,28.08,4.15
2024-W04,2024-01-22,Savings Account,East,3004,259892.53,679,1281,42.66,20.12,3.8
2024-W04,2024-01-22,Savings Account,West,3112,138530.04,678,1679,53.96,18.79,4.09
2024-W04,2024-01-22,Savings Account,Scotland,2822,205992.82,485,1114,39.49,27.96,4.77
2024-W04,2024-01-22,Savings Account,Wales,3085,228216.43,498,1533,49.71,29.87,4.05
2024-W04,2024-01-22,Mortgage,North,867,50343.05,250,377,43.59,21.92,4.65
2024-W04,2024-01-22,Mortgage,South,793,45647.5,130,388,49.02,14.04,4.2
2024-W04,2024-01-22,Mortgage,East,752,32406.2,238,366,48.72,25.98,4.06
2024-W04,2024-01-22,Mortgage,West,790,63496.4,151,402,50.93,20.17,4.16
2024-W04,2024-01-22,Mortgage,Scotland,815,61506.28,142,341,41.92,25.38,4.27
2024-W04,2024-01-22,Mortgage,Wales,811,47540.35,130,309,38.15,24.62,3.74
2024-W04,2024-01-22,Credit Card,North,4246,295971.12,1190,1396,32.88,19.83,3.94
2024-W04,2024-01-22,Credit Card,South,4423,294207.53,1176,1550,35.05,16.65,4.42
2024-W04,2024-01-22,Credit Card,East,4186,246207.02,941,1631,38.98,34.49,3.99
2024-W04,2024-01-22,Credit Card,West,4757,366422.21,1243,2439,51.29,23.31,4.01
2024-W04,2024-01-22,Credit Card,Scotland,4624,196520.54,1423,2038,44.09,18.82,4.06
2024-W04,2024-01-22,Credit Card,Wales,4569,363350.4,969,1462,32.01,23.01,4.03
2024-W04,2024-01-22,Business Loan,North,624,48555.51,136,254,40.75,35.2,3.64
2024-W04,2024-01-22,Business Loan,South,586,46367.74,124,269,45.93,20.29,4.19
2024-W04,2024-01-22,Business Loan,East,619,48939.98,192,230,37.17,12.75,4.55
2024-W04,2024-01-22,Business Loan,West,585,48468.34,130,204,34.92,32.77,4.54
2024-W04,2024-01-22,Business Loan,Scotland,576,45598.44,184,308,53.55,16.79,4.5
2024-W04,2024-01-22,Business Loan,Wales,629,47193.82,101,264,42.12,22.31,3.83
2024-W05,2024-01-29,Personal Current Account,North,5092,288716.93,1383,3242,63.68,17.95,4.08
2024-W05,2024-01-29,Personal Current Account,South,5187,221406.85,1498,3303,63.68,29.56,4.03
2024-W05,2024-01-29,Personal Current Account,East,4907,235600.81,919,3124,63.68,16.55,4.51
2024-W05,2024-01-29,Personal Current Account,West,4970,271886.91,1702,3164,63.68,32.75,4.35
2024-W05,2024-01-29,Personal Current Account,Scotland,4932,302869.68,1609,3140,63.68,30.04,4.6
2024-W05,2024-01-29,Personal Current Account,Wales,4796,305492.83,1104,3054,63.68,31.86,3.92
2024-W05,2024-01-29,Savings Account,North,3274,194826.49,558,1539,47.01,16.6,3.97
2024-W05,2024-01-29,Savings Account,South,3288,147945.98,738,1624,49.41,37.28,4.37
2024-W05,2024-01-29,Savings Account,East,2972,261022.63,762,1315,44.26,25.44,3.56
2024-W05,2024-01-29,Savings Account,West,2996,128823.3,905,1239,41.39,37.47,4.13
2024-W05,2024-01-29,Savings Account,Scotland,3210,204570.95,812,1028,32.06,22.3,4.58
2024-W05,2024-01-29,Savings Account,Wales,2876,257637.4,504,1422,49.45,34.74,4.34
2024-W05,2024-01-29,Mortgage,North,836,58332.92,282,300,36.0,23.55,4.42
2024-W05,2024-01-29,Mortgage,South,823,33480.46,255,422,51.32,23.6,3.52
2024-W05,2024-01-29,Mortgage,East,792,47858.53,160,447,56.54,16.27,3.75
2024-W05,2024-01-29,Mortgage,West,790,34607.52,233,410,51.98,35.91,4.39
2024-W05,2024-01-29,Mortgage,Scotland,814,54080.61,159,268,33.02,31.75,4.44
2024-W05,2024-01-29,Mortgage,Wales,816,41941.42,178,356,43.65,27.31,3.71
2024-W05,2024-01-29,Credit Card,North,3819,296461.14,609,1578,41.33,26.41,4.14
2024-W05,2024-01-29,Credit Card,South,4442,318837.43,993,2488,56.02,18.88,3.81
2024-W05,2024-01-29,Credit Card,East,4040,224172.12,705,1799,44.53,26.49,3.88
2024-W05,2024-01-29,Credit Card,West,4447,289824.93,1448,2243,50.46,21.41,4.3
2024-W05,2024-01-29,Credit Card,Scotland,4550,398130.37,725,2297,50.49,29.57,4.58
2024-W05,2024-01-29,Credit Card,Wales,4220,233261.15,943,1789,42.41,28.96,4.36
2024-W05,2024-01-29,Business Loan,North,601,28416.54,113,241,40.14,34.88,4.31
2024-W05,2024-01-29,Business Loan,South,584,50938.36,105,201,34.47,30.54,4.42
2024-W05,2024-01-29,Business Loan,East,610,47877.4,166,261,42.87,31.15,3.9
2024-W05,2024-01-29,Business Loan,West,599,44391.05,164,336,56.11,33.21,4.03
2024-W05,2024-01-29,Business Loan,Scotland,617,38204.28,188,208,33.8,31.87,3.75
2024-W05,2024-01-29,Business Loan,Wales,598,32694.75,166,225,37.75,31.3,4.22
2024-W06,2024-02-05,Personal Current Account,North,5009,322901.48,782,3191,63.71,34.56,4.5
2024-W06,2024-02-05,Personal Current Account,South,5232,354491.24,1181,3333,63.71,16.41,4.1
2024-W06,2024-02-05,Personal Current Account,East,5065,221030.51,1240,3226,63.71,30.57,4.19
2024-W06,2024-02-05,Personal Current Account,West,5120,372494.03,830,3261,63.71,34.02,3.55
2024-W06,2024-02-05,Personal Current Account,Scotland,4909,345284.46,1116,3127,63.71,18.42,3.65
2024-W06,2024-02-05,Personal Current Account,Wales,5383,226544.24,1161,3429,63.71,28.52,4.08
2024-W06,2024-02-05,Savings Account,North,2965,208866.58,914,964,32.54,17.97,4.37
2024-W06,2024-02-05,Savings Account,South,3076,200407.75,550,1528,49.69,28.23,3.76
2024-W06,2024-02-05,Savings Account,East,2987,246094.52,974,1118,37.45,12.31,4.0
2024-W06,2024-02-05,Savings Account,West,2685,223287.66,825,1427,53.16,31.25,3.89
2024-W06,2024-02-05,Savings Account,Scotland,2966,224697.54,680,1322,44.58,24.33,4.07
2024-W06,2024-02-05,Savings Account,Wales,2733,232988.66,870,1062,38.88,20.98,4.45
2024-W06,2024-02-05,Mortgage,North,795,41900.58,265,286,36.02,36.84,4.11
2024-W06,2024-02-05,Mortgage,South,819,50266.02,258,313,38.25,17.47,3.86
2024-W06,2024-02-05,Mortgage,East,821,47684.98,133,370,45.09,27.67,3.99
2024-W06,2024-02-05,Mortgage,West,756,56873.0,196,280,37.15,12.4,4.27
2024-W06,2024-02-05,Mortgage,Scotland,871,67748.63,270,425,48.87,29.41,4.32
2024-W06,2024-02-05,Mortgage,Wales,844,58900.92,151,318,37.73,23.87,3.94
2024-W06,2024-02-05,Credit Card,North,4068,297181.73,1321,1800,44.27,31.12,4.55
2024-W06,2024-02-05,Credit Card,South,5054,345667.96,1188,2618,51.81,27.24,4.56
2024-W06,2024-02-05,Credit Card,East,4409,210530.53,1443,1965,44.57,29.96,3.75
2024-W06,2024-02-05,Credit Card,West,4212,377649.54,896,1399,33.23,27.05,3.59
2024-W06,2024-02-05,Credit Card,Scotland,4471,285996.74,915,1566,35.03,23.68,4.58
2024-W06,2024-02-05,Credit Card,Wales,4461,262494.64,701,1567,35.15,14.33,4.19
2024-W06,2024-02-05,Business Loan,North,649,45372.15,194,324,49.93,21.91,3.98
2024-W06,2024-02-05,Business Loan,South,673,35931.46,222,255,38.03,33.62,4.7
2024-W06,2024-02-05,Business Loan,East,595,41423.69,108,285,47.93,18.12,3.93
2024-W06,2024-02-05,Business Loan,West,625,28225.1,215,286,45.91,37.62,4.0
2024-W06,2024-02-05,Business Loan,Scotland,558,36269.14,127,268,48.2,33.24,4.48
2024-W06,2024-02-05,Business Loan,Wales,643,43935.59,222,355,55.3,25.44,4.15
2024-W07,2024-02-12,Personal Current Account,North,4621,303757.72,738,2945,63.74,27.03,3.73
2024-W07,2024-02-12,Personal Current Account,South,5032,433789.36,923,3207,63.74,15.15,3.95
2024-W07,2024-02-12,Personal Current Account,East,4897,395730.08,749,3121,63.74,17.98,4.41
2024-W07,2024-02-12,Personal Current Account,West,5219,440735.07,799,3326,63.74,29.98,4.51
2024-W07,2024-02-12,Personal Current Account,Scotland,4702,278814.45,1113,2997,63.74,14.98,4.0
2024-W07,2024-02-12,Personal Current Account,Wales,5227,446919.15,1315,3331,63.74,28.42,4.23
2024-W07,2024-02-12,Savings Account,North,3275,222390.25,1016,1589,48.53,24.5,4.23
2024-W07,2024-02-12,Savings Account,South,3332,135146.6,555,1379,41.4,19.68,4.26
2024-W07,2024-02-12,Savings Account,East,3191,254778.95,662,1310,41.06,35.85,4.0
2024-W07,2024-02-12,Savings Account,West,3002,203090.18,1007,1129,37.62,28.9,4.37
2024-W07,2024-02-12,Savings Account,Scotland,3290,145591.12,829,1571,47.77,13.23,4.32
2024-W07,2024-02-12,Savings Account,Wales,2985,182255.17,896,1307,43.8,34.26,4.51
2024-W07,2024-02-12,Mortgage,North,694,34526.06,147,331,47.78,34.53,3.67
2024-W07,2024-02-12,Mortgage,South,832,67893.59,256,386,46.46,12.91,4.1
2024-W07,2024-02-12,Mortgage,East,829,65204.77,127,304,36.7,33.72,4.12
2024-W07,2024-02-12,Mortgage,West,827,40621.39,185,346,41.85,33.21,3.86
2024-W07,2024-02-12,Mortgage,Scotland,827,72465.75,221,457,55.33,23.38,4.4
2024-W07,2024-02-12,Mortgage,Wales,858,35158.49,246,288,33.6,23.33,4.7
2024-W07,2024-02-12,Credit Card,North,4565,335171.88,1070,2558,56.05,14.39,4.18
2024-W07,2024-02-12,Credit Card,South,4088,295829.11,1362,1310,32.07,19.78,3.94
2024-W07,2024-02-12,Credit Card,East,4447,197957.38,1414,1507,33.9,37.82,4.42
2024-W07,2024-02-12,Credit Card,West,4335,234565.23,1350,1619,37.36,26.08,4.34
2024-W07,2024-02-12,Credit Card,Scotland,4499,318105.96,1504,1541,34.25,27.38,4.05
2024-W07,2024-02-12,Credit Card,Wales,4567,289875.2,1162,2331,51.05,12.39,3.98
2024-W07,2024-02-12,Business Loan,North,584,45558.1,137,298,51.07,26.25,3.59
2024-W07,2024-02-12,Business Loan,South,591,27801.43,151,231,39.1,26.75,3.96
2024-W07,2024-02-12,Business Loan,East,581,27867.83,157,274,47.29,32.41,4.23
2024-W07,2024-02-12,Business Loan,West,623,41738.99,162,279,44.94,25.52,4.17
2024-W07,2024-02-12,Business Loan,Scotland,635,29156.45,162,302,47.62,29.74,4.27
2024-W07,2024-02-12,Business Loan,Wales,589,46577.8,96,281,47.76,12.8,3.96
2024-W08,2024-02-19,Personal Current Account,North,5093,408165.94,1200,3247,63.77,21.44,4.27
2024-W08,2024-02-19,Personal Current Account,South,5419,445412.8,1429,3455,63.77,35.32,4.46
2024-W08,2024-02-19,Personal Current Account,East,4837,199132.91,1300,3084,63.77,15.29,4.07
2024-W08,2024-02-19,Personal Current Account,West,5201,453336.85,918,3316,63.77,34.91,4.42
2024-W08,2024-02-19,Personal Current Account,Scotland,5281,412974.34,1170,3367,63.77,34.08,4.08
2024-W08,2024-02-19,Personal Current Account,Wales,4623,330789.46,1227,2948,63.77,33.61,3.8
2024-W08,2024-02-19,Savings Account,North,3049,124199.88,1053,1111,36.44,26.39,4.2
2024-W08,2024-02-19,Savings Account,South,2802,244279.5,923,894,31.92,21.58,4.11
2024-W08,2024-02-19,Savings Account,East,3113,135857.49,753,1097,35.25,20.73,3.75
2024-W08,2024-02-19,Savings Account,West,3198,280998.17,774,1267,39.63,23.88,3.99
2024-W08,2024-02-19,Savings Account,Scotland,3226,237266.53,572,1594,49.42,19.72,3.94
2024-W08,2024-02-19,Savings Account,Wales,2815,222956.21,476,1318,46.82,29.5,3.96
2024-W08,2024-02-19,Mortgage,North,795,53719.18,163,418,52.64,27.82,3.98
2024-W08,2024-02-19,Mortgage,South,789,68641.63,187,367,46.58,16.6,4.2
2024-W08,2024-02-19,Mortgage,East,791,68936.64,171,279,35.29,27.28,4.08
2024-W08,2024-02-19,Mortgage,West,717,57760.18,233,308,43.0,35.75,4.22
2024-W08,2024-02-19,Mortgage,Scotland,795,60873.6,161,305,38.38,15.43,4.58
2024-W08,2024-02-19,Mortgage,Wales,754,43227.25,157,394,52.35,24.64,3.56
2024-W08,2024-02-19,Credit Card,North,4666,261053.47,1427,2456,52.65,15.29,4.2
2024-W08,2024-02-19,Credit Card,South,4227,198993.62,1348,2235,52.89,21.55,3.64
2024-W08,2024-02-19,Credit Card,East,4915,371157.85,755,2581,52.53,31.09,4.52
2024-W08,2024-02-19,Credit Card,West,3828,229545.72,1282,1276,33.35,35.36,3.96
2024-W08,2024-02-19,Credit Card,Scotland,4949,433195.66,1197,2079,42.02,17.49,3.96
2024-W08,2024-02-19,Credit Card,Wales,4367,359757.46,1065,1535,35.17,16.62,4.02
2024-W08,2024-02-19,Business Loan,North,559,38011.72,120,200,35.84,30.75,3.59
2024-W08,2024-02-19,Business Loan,South,637,25641.06,106,327,51.46,25.52,3.55
2024-W08,2024-02-19,Business Loan,East,608,49151.54,113,336,55.4,29.91,4.37
2024-W08,2024-02-19,Business Loan,West,547,28454.13,96,271,49.7,22.91,3.82
2024-W08,2024-02-19,Business Loan,Scotland,643,55746.83,215,266,41.51,32.67,4.26
2024-W08,2024-02-19,Business Loan,Wales,577,36970.42,93,237,41.1,21.14,4.46
2024-W09,2024-02-26,Personal Current Account,North,5361,365206.94,1552,3420,63.8,36.67,4.18
2024-W09,2024-02-26,Personal Current Account,South,4729,210787.33,1252,3017,63.8,37.34,3.98
2024-W09,2024-02-26,Personal Current Account,East,5085,358598.88,1620,3244,63.8,35.03,4.04
2024-W09,2024-02-26,Personal Current Account,West,5281,240076.19,1654,3369,63.8,14.24,3.64
2024-W09,2024-02-26,Personal Current Account,Scotland,4551,224348.32,756,2903,63.8,34.88,4.15
2024-W09,2024-02-26,Personal Current Account,Wales,4852,374542.42,948,3095,63.8,33.24,3.91
2024-W09,2024-02-26,Savings Account,North,2681,114376.84,707,1384,51.65,17.19,4.11
2024-W09,2024-02-26,Savings Account,South,2990,130196.59,705,975,32.62,20.16,4.3
2024-W09,2024-02-26,Savings Account,East,3012,264601.35,606,968,32.17,30.22,4.06
2024-W09,2024-02-26,Savings Account,West,3211,142347.44,805,1814,56.5,32.42,3.71
2024-W09,2024-02-26,Savings Account,Scotland,3096,174495.02,645,1419,45.84,33.08,3.6
2024-W09,2024-02-26,Savings Account,Wales,2849,194798.52,694,1006,35.32,27.42,3.74
2024-W09,2024-02-26,Mortgage,North,837,69688.81,194,386,46.13,15.42,4.08
2024-W09,2024-02-26,Mortgage,South,799,70174.17,242,305,38.23,22.75,3.77
2024-W09,2024-02-26,Mortgage,East,785,69053.94,242,393,50.12,25.38,3.87
2024-W09,2024-02-26,Mortgage,West,818,52112.12,254,289,35.33,33.08,3.8
2024-W09,2024-02-26,Mortgage,Scotland,863,73428.21,254,292,33.87,13.84,3.6
2024-W09,2024-02-26,Mortgage,Wales,761,32167.62,167,291,38.25,26.6,4.6
2024-W09,2024-02-26,Credit Card,North,4382,223871.79,817,2062,47.07,24.18,3.71
2024-W09,2024-02-26,Credit Card,South,4559,403658.47,1398,1788,39.22,30.94,3.96
2024-W09,2024-02-26,Credit Card,East,4274,282942.63,1394,1826,42.75,18.29,3.77
2024-W09,2024-02-26,Credit Card,West,5247,249595.57,1343,2811,53.58,22.55,4.02
2024-W09,2024-02-26,Credit Card,Scotland,3980,267788.33,627,1537,38.63,23.16,4.55
2024-W09,2024-02-26,Credit Card,Wales,4664,314342.8,1622,1709,36.64,37.91,3.87
2024-W09,2024-02-26,Business Loan,North,566,48985.85,141,306,54.07,26.23,4.3
2024-W09,2024-02-26,Business Loan,South,591,33034.52,115,330,55.99,35.95,3.52
2024-W09,2024-02-26,Business Loan,East,664,47496.65,212,343,51.74,22.55,3.97
2024-W09,2024-02-26,Business Loan,West,653,27668.68,141,230,35.25,23.58,4.48
2024-W09,2024-02-26,Business Loan,Scotland,563,30309.11,90,241,42.91,21.36,4.41
2024-W09,2024-02-26,Business Loan,Wales,576,33190.25,128,272,47.3,22.32,3.54
2024-W10,2024-03-04,Personal Current Account,North,4872,245059.16,908,3109,63.83,33.44,4.22
2024-W10,2024-03-04,Personal Current Account,South,4861,338827.89,1254,3102,63.83,20.67,4.01
2024-W10,2024-03-04,Personal Current Account,East,5343,418266.01,915,3410,63.83,24.83,4.13
2024-W10,2024-03-04,Personal Current Account,West,4747,355986.35,1405,3030,63.83,29.32,4.31
2024-W10,2024-03-04,Personal Current Account,Scotland,5059,354152.36,1658,3229,63.83,14.59,3.34
2024-W10,2024-03-04,Personal Current Account,Wales,5128,226487.01,871,3273,63.83,32.25,4.22
2024-W10,2024-03-04,Savings Account,North,3003,134347.42,1042,1662,55.37,12.5,4.37
2024-W10,2024-03-04,Savings Account,South,2878,157560.71,974,1152,40.04,29.73,4.2
2024-W10,2024-03-04,Savings Account,East,2717,204141.41,498,901,33.18,12.62,4.22
2024-W10,2024-03-04,Savings Account,West,3351,196192.51,659,1667,49.76,33.26,3.8
2024-W10,2024-03-04,Savings Account,Scotland,2863,214529.26,477,1578,55.13,16.61,3.89
2024-W10,2024-03-04,Savings Account,Wales,3023,133419.05,535,962,31.85,23.38,3.78
2024-W10,2024-03-04,Mortgage,North,820,65349.34,215,325,39.67,34.67,4.35
2024-W10,2024-03-04,Mortgage,South,825,39513.73,192,274,33.32,33.12,3.57
2024-W10,2024-03-04,Mortgage,East,847,37223.11,145,464,54.8,17.58,4.38
2024-W10,2024-03-04,Mortgage,West,839,41240.74,273,417,49.82,37.13,4.21
2024-W10,2024-03-04,Mortgage,Scotland,810,60198.94,163,390,48.2,28.48,4.41
2024-W10,2024-03-04,Mortgage,Wales,892,37106.78,184,421,47.27,36.85,3.81
2024-W10,2024-03-04,Credit Card,North,4791,374892.15,1393,2114,44.14,33.96,4.07
2024-W10,2024-03-04,Credit Card,South,4464,301486.18,1500,1938,43.42,30.42,3.64
2024-W10,2024-03-04,Credit Card,East,4423,257895.73,688,2060,46.58,18.0,3.8
2024-W10,2024-03-04,Credit Card,West,4374,189342.34,664,2213,50.6,22.21,3.77
2024-W10,2024-03-04,Credit Card,Scotland,4378,311284.71,1505,2441,55.76,32.09,3.98
2024-W10,2024-03-04,Credit Card,Wales,4526,337193.65,1202,1454,32.14,12.08,3.62
2024-W10,2024-03-04,Business Loan,North,547,47525.76,178,221,40.54,23.14,4.21
2024-W10,2024-03-04,Business Loan,South,571,42788.73,172,254,44.49,13.67,4.42
2024-W10,2024-03-04,Business Loan,East,608,43376.57,201,276,45.4,36.84,4.28
2024-W10,2024-03-04,Business Loan,West,650,36946.35,177,367,56.59,35.19,4.01
2024-W10,2024-03-04,Business Loan,Scotland,579,33558.09,174,323,55.83,18.33,4.36
2024-W10,2024-03-04,Business Loan,Wales,618,42242.84,110,254,41.17,21.39,4.04
2024-W11,2024-03-11,Personal Current Account,North,5417,235818.72,876,3459,63.86,37.06,4.04
2024-W11,2024-03-11,Personal Current Account,South,5009,342964.85,1329,3198,63.86,28.75,4.11
2024-W11,2024-03-11,Personal Current Account,East,4719,282617.01,1112,3013,63.86,35.76,4.12
2024-W11,2024-03-11,Personal Current Account,West,5419,440089.94,876,3460,63.86,26.22,4.23
2024-W11,2024-03-11,Personal Current Account,Scotland,5009,379964.91,1229,3198,63.86,13.15,4.05
2024-W11,2024-03-11,Personal Current Account,Wales,5099,381265.45,1011,3256,63.86,24.45,4.32
2024-W11,2024-03-11,Savings Account,North,3109,230099.9,911,1198,38.54,36.87,4.0
2024-W11,2024-03-11,Savings Account,South,3058,209515.2,635,1480,48.42,27.11,4.24
2024-W11,2024-03-11,Savings Account,East,2818,165553.08,549,1576,55.94,12.07,4.15
2024-W11,2024-03-11,Savings Account,West,2610,153595.49,834,1151,44.13,16.09,4.24
2024-W11,2024-03-11,Savings Account,Scotland,3118,158700.93,862,1249,40.06,33.54,4.32
2024-W11,2024-03-11,Savings Account,Wales,2928,148232.43,661,986,33.68,18.63,4.19
2024-W11,2024-03-11,Mortgage,North,868,42690.19,148,471,54.33,25.97,4.52
2024-W11,2024-03-11,Mortgage,South,798,34359.82,149,290,36.45,36.62,4.14
2024-W11,2024-03-11,Mortgage,East,853,40494.11,262,421,49.42,20.0,3.65
2024-W11,2024-03-11,Mortgage,West,784,34093.97,233,417,53.26,12.83,4.5
2024-W11,2024-03-11,Mortgage,Scotland,846,71699.78,198,277,32.86,29.6,4.21
2024-W11,2024-03-11,Mortgage,Wales,727,29284.24,220,296,40.76,26.07,4.09
2024-W11,2024-03-11,Credit Card,North,4340,284364.77,861,2373,54.7,15.94,4.2
2024-W11,2024-03-11,Credit Card,South,4281,190159.08,978,2330,54.43,17.72,3.79
2024-W11,2024-03-11,Credit Card,East,3942,340493.87,813,1390,35.26,29.64,4.47
2024-W11,2024-03-11,Credit Card,West,4392,378487.1,1059,2450,55.8,31.61,4.15
2024-W11,2024-03-11,Credit Card,Scotland,4499,305140.97,1558,2553,56.76,23.73,3.78
2024-W11,2024-03-11,Credit Card,Wales,4160,345426.38,696,2216,53.29,27.43,3.8
2024-W11,2024-03-11,Business Loan,North,573,35053.21,105,267,46.7,13.21,4.21
2024-W11,2024-03-11,Business Loan,South,571,29699.69,162,317,55.69,34.94,4.62
2024-W11,2024-03-11,Business Loan,East,636,53574.87,113,329,51.79,21.62,4.34
2024-W11,2024-03-11,Business Loan,West,595,26112.7,144,267,44.88,24.05,4.55
2024-W11,2024-03-11,Business Loan,Scotland,592,41316.8,88,192,32.48,23.57,4.09
2024-W11,2024-03-11,Business Loan,Wales,606,34670.84,110,206,34.13,30.56,4.31
2024-W12,2024-03-18,Personal Current Account,North,5191,350582.17,966,3316,63.89,23.22,3.96
2024-W12,2024-03-18,Personal Current Account,South,4840,425299.32,821,3092,63.89,32.68,4.29
2024-W12,2024-03-18,Personal Current Account,East,5214,397712.75,960,3331,63.89,21.17,3.98
