month,region,product,channel,revenue,transactions,avg_ticket,ad_spend
2024-01,East,Business Loan,Telephone,165262.36,2379,74.7,15132.48
2024-01,West,Personal Current Account,Branch,136045.62,2061,80.03,14296.27
2024-01,West,Personal Current Account,Mobile App,122937.9,1867,63.06,13263.86
2024-01,West,Personal Current Account,Online,155191.9,3323,84.83,13394.49
2024-01,West,Personal Current Account,Telephone,97124.98,1596,74.41,8647.92
2024-01,West,Savings Account,Branch,97053.45,1478,70.23,5187.57
2024-01,West,Savings Account,Mobile App,90718.51,1601,60.92,6469.93
2024-01,West,Savings Account,Online,98006.43,1254,63.45,7798.6
2024-01,West,Savings Account,Telephone,69936.94,1005,47.18,6027.72
2024-01,West,Mortgage,Branch,264054.76,5209,78.2,21551.85
2024-01,West,Mortgage,Mobile App,262289.83,3548,49.53,27412.22
2024-01,West,Mortgage,Online,296703.45,3595,72.84,17645.39
2024-01,West,Mortgage,Telephone,187470.92,3046,63.04,11720.96
2024-01,West,Credit Card,Branch,65972.86,961,73.51,4231.19
2024-01,West,Credit Card,Mobile App,67908.21,1074,55.0,6683.54
2024-01,West,Credit Card,Online,73841.76,908,76.86,7405.31
2024-01,West,Credit Card,Telephone,49090.38,982,49.57,3998.8
2024-01,West,Business Loan,Branch,195386.75,3282,65.95,15022.53
2024-01,West,Business Loan,Mobile App,198978.92,2596,65.47,23177.62
2024-01,West,Business Loan,Online,243056.11,4041,60.22,25223.93
2024-01,West,Business Loan,Telephone,143296.13,1758,67.62,13780.38
2024-01,Scotland,Personal Current Account,Branch,128031.91,2510,79.75,8004.64
2024-01,Scotland,Personal Current Account,Mobile App,130154.77,1771,61.78,9327.71
2024-01,Scotland,Personal Current Account,Online,140921.64,1860,62.85,13225.74
2024-01,Scotland,Personal Current Account,Telephone,95953.41,1930,50.26,6160.17
2024-01,Scotland,Savings Account,Branch,81648.3,1168,55.12,6703.73
2024-01,Scotland,Savings Account,Mobile App,83537.48,1054,66.74,4210.5
2024-01,Scotland,Savings Account,Online,93542.48,1164,54.52,8532.98
2024-01,Scotland,Savings Account,Telephone,65309.42,1020,61.41,3628.48
2024-01,Scotland,Mortgage,Branch,260522.59,3775,54.79,23007.77
2024-01,Scotland,Mortgage,Mobile App,264359.89,3787,67.3,28489.45
2024-01,Scotland,Mortgage,Online,281263.41,5989,50.93,26925.17
2024-01,Scotland,Mortgage,Telephone,185648.22,3995,79.15,17950.28
2024-01,Scotland,Credit Card,Branch,64451.27,820,56.94,7374.96
2024-01,Scotland,Credit Card,Mobile App,60727.63,1293,61.68,3794.1
2024-01,Scotland,Credit Card,Online,71643.04,996,69.44,7050.1
2024-01,Scotland,Credit Card,Telephone,46567.18,676,76.49,2906.69
2024-01,Scotland,Business Loan,Branch,193154.85,3055,68.16,22252.13
2024-01,Scotland,Business Loan,Mobile App,194532.73,3992,56.97,14745.55
2024-01,Scotland,Business Loan,Online,203520.18,3383,47.71,16263.84
2024-01,Scotland,Business Loan,Telephone,147817.88,2205,56.71,8783.07
2024-01,Wales,Personal Current Account,Branch,118805.98,1632,55.98,10323.49
2024-01,Wales,Personal Current Account,Mobile App,108188.63,1639,72.83,10044.64
2024-01,Wales,Personal Current Account,Online,114152.79,2312,74.19,10733.62
2024-01,Wales,Personal Current Account,Telephone,81138.14,960,64.35,7968.24
2024-01,Wales,Savings Account,Branch,79143.43,960,84.45,5548.2
2024-01,Wales,Savings Account,Mobile App,72401.71,1043,57.66,6282.83
2024-01,Wales,Savings Account,Online,79835.92,941,59.15,4716.7
2024-01,Wales,Savings Account,Telephone,54320.61,804,65.79,5118.63
2024-01,Wales,Mortgage,Branch,226828.96,3505,52.2,21017.61
2024-01,Wales,Mortgage,Mobile App,215987.41,2944,84.17,10823.27
2024-01,Wales,Mortgage,Online,240231.88,5227,70.02,13994.66
2024-01,Wales,Mortgage,Telephone,159327.38,2018,76.98,19107.99
2024-01,Wales,Credit Card,Branch,55545.72,902,58.35,4956.29
2024-01,Wales,Credit Card,Mobile App,52345.64,742,45.45,3354.47
2024-01,Wales,Credit Card,Online,66400.04,1180,76.61,4750.53
2024-01,Wales,Credit Card,Telephone,41043.92,628,57.96,2069.81
2024-01,Wales,Business Loan,Branch,177532.11,2450,58.65,17878.86
2024-01,Wales,Business Loan,Mobile App,172975.21,2483,46.16,10775.32
2024-01,Wales,Business Loan,Online,194581.76,3342,58.52,18888.66
2024-01,Wales,Business Loan,Telephone,122586.39,1501,76.89,11669.69
2024-02,North,Personal Current Account,Branch,168201.15,2617,70.09,18913.22
2024-02,North,Personal Current Account,Mobile App,160145.66,2408,58.4,16795.95
2024-02,North,Personal Current Account,Online,176338.64,2864,74.7,19125.23
2024-02,North,Personal Current Account,Telephone,123550.46,2168,74.0,8906.16
2024-02,North,Savings Account,Branch,105147.62,1582,53.33,10302.84
2024-02,North,Savings Account,Mobile App,111944.16,1454,80.52,8368.01
2024-02,North,Savings Account,Online,119701.26,1428,56.22,6246.27
2024-02,North,Savings Account,Telephone,81966.27,971,70.06,8931.73
2024-02,North,Mortgage,Branch,325507.16,4798,60.58,29837.1
2024-02,North,Mortgage,Mobile App,308468.01,3876,75.06,30652.04
2024-02,North,Mortgage,Online,364088.42,6323,46.27,28752.38
2024-02,North,Mortgage,Telephone,232654.87,3585,54.51,18992.42
2024-02,North,Credit Card,Branch,85648.48,1031,53.65,6094.94
2024-02,North,Credit Card,Mobile App,75835.17,1532,76.4,7920.63
2024-02,North,Credit Card,Online,91938.43,1127,62.75,4757.39
2024-02,North,Credit Card,Telephone,65713.75,1021,65.0,4160.65
2024-02,North,Business Loan,Branch,238357.03,2908,74.3,20654.58
2024-02,North,Business Loan,Mobile App,233932.62,3077,50.73,25972.59
2024-02,North,Business Loan,Online,280069.23,3595,82.52,27270.4
2024-02,North,Business Loan,Telephone,184266.19,3662,73.98,15138.53
2024-02,South,Personal Current Account,Branch,148775.75,2022,65.89,7481.59
2024-02,South,Personal Current Account,Mobile App,144865.04,1760,72.48,13269.66
2024-02,South,Personal Current Account,Online,166279.11,3429,63.68,8851.0
2024-02,South,Personal Current Account,Telephone,112906.7,1715,71.36,8115.02
2024-02,South,Savings Account,Branch,99415.41,1459,57.49,11179.21
2024-02,South,Savings Account,Mobile App,93809.09,1622,52.7,6507.11
2024-02,South,Savings Account,Online,111016.42,1921,62.64,6465.1
2024-02,South,Savings Account,Telephone,77549.13,1521,55.95,3960.28
2024-02,South,Mortgage,Branch,283771.46,4058,65.56,18292.03
2024-02,South,Mortgage,Mobile App,265506.44,4499,57.74,15906.22
2024-02,South,Mortgage,Online,329278.17,4499,56.33,22107.0
2024-02,South,Mortgage,Telephone,209197.79,4371,69.53,15420.33
2024-02,South,Credit Card,Branch,66983.61,1067,50.2,5556.39
2024-02,South,Credit Card,Mobile App,73450.51,1019,49.24,3949.14
2024-02,South,Credit Card,Online,79344.8,1278,52.16,7278.18
2024-02,South,Credit Card,Telephone,53858.25,783,78.45,5329.57
2024-02,South,Business Loan,Branch,222999.45,3201,57.5,23910.21
2024-02,South,Business Loan,Mobile App,214751.23,2921,71.83,18757.22
2024-02,South,Business Loan,Online,250145.77,2979,75.23,20661.71
2024-02,South,Business Loan,Telephone,159337.23,3169,77.51,18224.71
2024-02,East,Personal Current Account,Branch,145890.06,2289,63.22,14284.6
2024-02,East,Personal Current Account,Mobile App,137004.32,1866,63.62,9072.23
2024-02,East,Personal Current Account,Online,162673.4,3015,79.44,15158.87
2024-02,East,Personal Current Account,Telephone,107928.81,1324,60.68,10682.04
2024-02,East,Savings Account,Branch,91737.96,1281,76.55,10253.39
2024-02,East,Savings Account,Mobile App,96303.6,1525,46.21,8019.53
2024-02,East,Savings Account,Online,103077.75,1745,63.45,6386.3
2024-02,East,Savings Account,Telephone,72493.8,957,69.18,4271.16
2024-02,East,Mortgage,Branch,282053.79,5742,77.7,29833.69
2024-02,East,Mortgage,Mobile App,288984.97,4979,70.98,30479.29
2024-02,East,Mortgage,Online,304483.78,4591,61.03,24036.23
2024-02,East,Mortgage,Telephone,201958.12,2891,66.92,23865.88
2024-02,East,Credit Card,Branch,71422.48,1183,58.63,7640.36
2024-02,East,Credit Card,Mobile App,68381.35,996,76.37,5502.97
2024-02,East,Credit Card,Online,81529.88,1065,66.78,5424.25
2024-02,East,Credit Card,Telephone,49262.89,688,48.12,5673.14
2024-02,East,Business Loan,Branch,205396.19,3021,64.47,18783.77
2024-02,East,Business Loan,Mobile App,198792.7,3129,67.2,21378.49
2024-02,East,Business Loan,Online,246015.14,4726,83.24,13499.47
2024-02,East,Business Loan,Telephone,168815.35,3420,77.56,17555.79
2024-02,West,Personal Current Account,Branch,134866.17,2241,64.77,12975.68
2024-02,West,Personal Current Account,Mobile App,130269.53,2679,77.68,14604.3
2024-02,West,Personal Current Account,Online,150107.44,1850,70.45,7507.31
2024-02,West,Personal Current Account,Telephone,104429.85,2052,50.97,9105.02
2024-02,West,Savings Account,Branch,86938.85,1434,68.12,5537.71
2024-02,West,Savings Account,Mobile App,88270.49,1221,57.66,7937.22
2024-02,West,Savings Account,Online,103684.68,1271,57.18,12030.88
2024-02,West,Savings Account,Telephone,67861.47,1087,84.3,5028.43
2024-02,West,Mortgage,Branch,265336.98,5462,45.32,31588.24
2024-02,West,Mortgage,Mobile App,265235.63,4336,50.1,18723.76
2024-02,West,Mortgage,Online,259587.89,4343,66.96,13944.78
2024-02,West,Mortgage,Telephone,199301.4,2725,77.83,14976.93
2024-02,West,Credit Card,Branch,65944.34,830,79.63,4383.11
2024-02,West,Credit Card,Mobile App,60775.66,831,60.77,4392.19
2024-02,West,Credit Card,Online,76374.42,1266,60.26,6733.04
2024-02,West,Credit Card,Telephone,52637.6,736,63.99,3325.43
2024-02,West,Business Loan,Branch,202031.1,3345,81.98,21980.46
2024-02,West,Business Loan,Mobile App,204231.27,3991,84.9,19790.95
2024-02,West,Business Loan,Online,239012.32,4745,47.87,12213.42
2024-02,West,Business Loan,Telephone,157561.08,2133,64.47,12694.93
2024-02,Scotland,Personal Current Account,Branch,136298.58,1610,48.39,12942.5
2024-02,Scotland,Personal Current Account,Mobile App,127545.86,2069,63.24,13421.01
2024-02,Scotland,Personal Current Account,Online,141798.57,2049,62.03,8874.58
2024-02,Scotland,Personal Current Account,Telephone,88208.72,1349,67.08,7189.29
2024-02,Scotland,Savings Account,Branch,84432.71,1425,52.43,7794.84
2024-02,Scotland,Savings Account,Mobile App,79793.81,1171,78.87,5312.07
2024-02,Scotland,Savings Account,Online,102432.28,1574,61.43,9037.77
2024-02,Scotland,Savings Account,Telephone,62389.95,1045,84.13,5600.78
2024-02,Scotland,Mortgage,Branch,249935.69,3414,49.53,20921.44
2024-02,Scotland,Mortgage,Mobile App,246169.14,3389,50.68,24909.98
2024-02,Scotland,Mortgage,Online,275369.44,3264,84.35,28781.86
2024-02,Scotland,Mortgage,Telephone,195685.4,3076,48.13,21974.31
2024-02,Scotland,Credit Card,Branch,62361.16,1284,63.9,6355.73
2024-02,Scotland,Credit Card,Mobile App,62416.52,748,48.12,5889.51
2024-02,Scotland,Credit Card,Online,68586.71,891,57.5,3682.71
2024-02,Scotland,Credit Card,Telephone,44635.81,759,76.14,3696.77
2024-02,Scotland,Business Loan,Branch,187166.99,2857,63.77,18972.56
2024-02,Scotland,Business Loan,Mobile App,185527.94,3000,83.42,19642.89
2024-02,Scotland,Business Loan,Online,208416.52,3684,46.41,23884.64
2024-02,Scotland,Business Loan,Telephone,137456.44,1833,74.08,12296.78
2024-02,Wales,Personal Current Account,Branch,106511.32,2244,63.93,6586.19
2024-02,Wales,Personal Current Account,Mobile App,108932.68,2314,84.61,11614.7
2024-02,Wales,Personal Current Account,Online,117232.05,1675,56.47,6538.7
2024-02,Wales,Personal Current Account,Telephone,85688.25,1313,79.06,5951.0
2024-02,Wales,Savings Account,Branch,75488.11,1500,56.24,8307.47
2024-02,Wales,Savings Account,Mobile App,68615.88,1505,49.46,4269.48
2024-02,Wales,Savings Account,Online,82131.45,1196,51.05,6674.47
2024-02,Wales,Savings Account,Telephone,53772.02,695,55.45,5326.35
2024-02,Wales,Mortgage,Branch,222251.71,3451,76.97,24523.48
2024-02,Wales,Mortgage,Mobile App,223914.9,3813,48.38,13469.58
2024-02,Wales,Mortgage,Online,224357.08,2724,51.17,19006.72
2024-02,Wales,Mortgage,Telephone,162443.99,1916,75.81,10827.92
2024-02,Wales,Credit Card,Branch,56068.55,895,70.5,3631.0
2024-02,Wales,Credit Card,Mobile App,56115.5,754,58.8,5328.63
2024-02,Wales,Credit Card,Online,62901.88,836,49.64,3883.06
2024-02,Wales,Credit Card,Telephone,40329.32,661,57.05,4122.89
2024-02,Wales,Business Loan,Branch,167129.49,2225,66.3,12799.79
2024-02,Wales,Business Loan,Mobile App,158723.85,2167,63.98,9548.9
2024-02,Wales,Business Loan,Online,195163.27,2445,45.47,22425.35
2024-02,Wales,Business Loan,Telephone,124846.34,1983,72.14,14647.4
2024-03,North,Personal Current Account,Branch,202404.56,2798,46.64,23122.67
2024-03,North,Personal Current Account,Mobile App,182705.6,2591,83.25,14657.56
2024-03,North,Personal Current Account,Online,202008.89,2471,79.33,14837.09
2024-03,North,Personal Current Account,Telephone,130207.97,2338,48.93,12474.45
2024-03,North,Savings Account,Branch,116355.45,1918,75.93,11919.03
2024-03,North,Savings Account,Mobile App,114363.08,1537,68.55,7278.62
2024-03,North,Savings Account,Online,140080.95,2394,72.61,8768.25
2024-03,North,Savings Account,Telephone,94280.25,1409,71.91,10202.85
2024-03,North,Mortgage,Branch,342617.18,7533,48.91,19622.89
2024-03,North,Mortgage,Mobile App,368874.82,5870,53.78,25758.82
2024-03,North,Mortgage,Online,396438.9,7519,45.95,22373.38
2024-03,North,Mortgage,Telephone,271082.43,3284,71.26,29407.6
2024-03,North,Credit Card,Branch,100115.17,1205,70.52,9967.99
2024-03,North,Credit Card,Mobile App,94860.12,1904,79.26,5605.62
2024-03,North,Credit Card,Online,102833.45,1443,81.0,9216.43
2024-03,North,Credit Card,Telephone,66829.62,798,80.84,6595.8
2024-03,North,Business Loan,Branch,257864.61,4677,63.68,29791.81
2024-03,North,Business Loan,Mobile App,266822.22,3781,81.91,18503.28
2024-03,North,Business Loan,Online,309216.36,4980,81.14,32124.99
2024-03,North,Business Loan,Telephone,199690.62,3446,51.48,11018.89
2024-03,South,Personal Current Account,Branch,212627.75,2794,60.31,15582.6
2024-03,South,Personal Current Account,Mobile App,208764.79,4404,83.22,14305.93
2024-03,South,Personal Current Account,Online,234125.11,3738,64.67,26924.63
2024-03,South,Personal Current Account,Telephone,153404.98,2210,52.14,12954.13
2024-03,South,Savings Account,Branch,143461.33,2826,75.75,9366.17
2024-03,South,Savings Account,Mobile App,141202.77,1996,81.5,14131.29
2024-03,South,Savings Account,Online,150630.49,3065,47.92,13555.86
2024-03,South,Savings Account,Telephone,110925.92,2015,62.84,12507.55
2024-03,South,Mortgage,Branch,413985.97,8124,70.61,47733.64
2024-03,South,Mortgage,Mobile App,404992.63,5657,55.66,40095.84
2024-03,South,Mortgage,Online,472388.44,5818,67.99,40661.69
2024-03,South,Mortgage,Telephone,309106.9,3742,64.63,24890.54
2024-03,South,Credit Card,Branch,110949.66,1408,76.24,11647.13
2024-03,South,Credit Card,Mobile App,105257.65,1580,45.13,12293.13
2024-03,South,Credit Card,Online,115231.23,1482,64.28,10337.06
2024-03,South,Credit Card,Telephone,79888.74,969,59.36,7807.41
2024-03,South,Business Loan,Branch,305956.71,5013,70.29,35832.94
2024-03,South,Business Loan,Mobile App,313543.14,6447,66.39,36767.57
2024-03,South,Business Loan,Online,353903.96,7339,63.39,36684.12
2024-03,South,Business Loan,Telephone,234283.3,3303,52.06,12359.19
2024-03,East,Personal Current Account,Branch,161614.76,2677,52.64,15953.28
2024-03,East,Personal Current Account,Mobile App,146268.54,1808,70.22,10991.83
2024-03,East,Personal Current Account,Online,175609.06,3628,70.31,17819.52
2024-03,East,Personal Current Account,Telephone,120144.54,2374,52.72,12060.32
2024-03,East,Savings Account,Branch,108992.5,1586,64.57,5930.23
2024-03,East,Savings Account,Mobile App,101115.27,1517,57.31,8835.03
2024-03,East,Savings Account,Online,125760.21,1604,62.97,15054.55
2024-03,East,Savings Account,Telephone,77035.17,1657,47.24,8099.82
2024-03,East,Mortgage,Branch,328124.09,7024,49.73,34944.32
2024-03,East,Mortgage,Mobile App,312818.06,4363,63.33,30488.95
2024-03,East,Mortgage,Online,340100.44,4252,50.96,30797.52
2024-03,East,Mortgage,Telephone,249278.14,3040,46.48,14934.59
2024-03,East,Credit Card,Branch,77346.87,1087,63.85,8837.76
2024-03,East,Credit Card,Mobile App,81995.24,1750,73.05,4849.01
2024-03,East,Credit Card,Online,93368.09,1799,47.0,6677.09
2024-03,East,Credit Card,Telephone,58244.54,758,63.25,3608.15
2024-03,East,Business Loan,Branch,257247.36,3747,77.71,14777.11
2024-03,East,Business Loan,Mobile App,234889.43,3620,76.97,15371.18
2024-03,East,Business Loan,Online,272435.1,3529,62.05,29097.83
2024-03,East,Business Loan,Telephone,181419.63,2152,72.14,13188.56
2024-03,West,Personal Current Account,Branch,153073.2,1821,68.04,9125.16
2024-03,West,Personal Current Account,Mobile App,154709.98,1971,76.72,16011.86
2024-03,West,Personal Current Account,Online,175498.9,2553,58.42,10258.29
2024-03,West,Personal Current Account,Telephone,105468.66,2082,61.61,10414.05
2024-03,West,Savings Account,Branch,107953.01,1607,62.55,12392.71
2024-03,West,Savings Account,Mobile App,93256.68,2000,49.0,10194.42
2024-03,West,Savings Account,Online,118083.63,1699,76.11,6033.38
2024-03,West,Savings Account,Telephone,79007.16,1225,45.25,4942.6
2024-03,West,Mortgage,Branch,286191.13,5892,71.07,32077.46
2024-03,West,Mortgage,Mobile App,286586.96,4648,77.3,29827.8
2024-03,West,Mortgage,Online,316121.53,4348,53.25,29964.46
2024-03,West,Mortgage,Telephone,218604.4,3316,61.48,25285.16
2024-03,West,Credit Card,Branch,76001.87,1094,46.5,4757.72
2024-03,West,Credit Card,Mobile App,77261.64,1188,83.01,7255.13
2024-03,West,Credit Card,Online,89507.67,1173,58.91,4504.02
2024-03,West,Credit Card,Telephone,59865.41,1099,49.7,5215.11
2024-03,West,Business Loan,Branch,225658.94,4621,59.48,23305.82
2024-03,West,Business Loan,Mobile App,222893.89,3347,53.77,23163.84
2024-03,West,Business Loan,Online,237968.83,3334,56.06,15125.38
2024-03,West,Business Loan,Telephone,164616.86,2141,72.41,19391.89
2024-03,Scotland,Personal Current Account,Branch,150959.65,2359,52.05,14629.5
2024-03,Scotland,Personal Current Account,Mobile App,150670.81,3224,70.79,10540.1
2024-03,Scotland,Personal Current Account,Online,152718.07,2447,58.37,16243.21
2024-03,Scotland,Personal Current Account,Telephone,104561.88,1387,46.73,10647.45
2024-03,Scotland,Savings Account,Branch,96797.65,1180,52.04,10162.25
2024-03,Scotland,Savings Account,Mobile App,95407.33,1481,49.64,10748.16
2024-03,Scotland,Savings Account,Online,103631.66,1403,68.71,7546.26
2024-03,Scotland,Savings Account,Telephone,72611.12,1371,72.07,5285.94
2024-03,Scotland,Mortgage,Branch,277268.25,3640,58.05,15766.72
2024-03,Scotland,Mortgage,Mobile App,275028.42,3691,79.8,20981.17
2024-03,Scotland,Mortgage,Online,319200.82,5930,63.84,26783.67
2024-03,Scotland,Mortgage,Telephone,208303.5,2583,50.8,23944.92
2024-03,Scotland,Credit Card,Branch,71406.43,1129,60.49,4252.13
2024-03,Scotland,Credit Card,Mobile App,70452.25,954,70.28,8333.72
2024-03,Scotland,Credit Card,Online,80041.09,1507,50.09,7880.42
2024-03,Scotland,Credit Card,Telephone,52757.44,1113,50.46,5783.04
2024-03,Scotland,Business Loan,Branch,215768.04,3406,51.85,15977.69
2024-03,Scotland,Business Loan,Mobile App,225862.41,2807,69.15,23776.15
2024-03,Scotland,Business Loan,Online,246381.7,3493,69.46,15249.91
2024-03,Scotland,Business Loan,Telephone,158751.24,1894,79.2,8898.52
2024-03,Wales,Personal Current Account,Branch,131825.38,1662,64.57,15779.04
2024-03,Wales,Personal Current Account,Mobile App,123207.57,1794,78.48,8568.1
2024-03,Wales,Personal Current Account,Online,148401.62,2000,74.45,9982.35
2024-03,Wales,Personal Current Account,Telephone,95897.25,1650,68.18,10781.5
2024-03,Wales,Savings Account,Branch,85133.03,1239,50.96,7675.51
2024-03,Wales,Savings Account,Mobile App,84740.9,1874,84.21,4474.67
2024-03,Wales,Savings Account,Online,88562.09,1387,75.74,4636.53
2024-03,Wales,Savings Account,Telephone,60160.55,908,64.17,6368.67
2024-03,Wales,Mortgage,Branch,237465.6,3050,63.1,15871.2
2024-03,Wales,Mortgage,Mobile App,244200.83,3626,45.5,24719.24
2024-03,Wales,Mortgage,Online,294725.98,3551,50.31,20838.7
2024-03,Wales,Mortgage,Telephone,200150.06,2822,48.63,16729.5
2024-03,Wales,Credit Card,Branch,65761.6,1149,73.13,7237.36
2024-03,Wales,Credit Card,Mobile App,63688.36,850,45.98,5212.18
2024-03,Wales,Credit Card,Online,65769.0,866,79.97,5154.66
2024-03,Wales,Credit Card,Telephone,46224.35,603,59.82,3813.54
2024-03,Wales,Business Loan,Branch,186313.0,2648,79.42,10237.69
2024-03,Wales,Business Loan,Mobile App,182660.8,2262,58.32,9551.33
2024-03,Wales,Business Loan,Online,211194.94,3404,55.79,24546.49
2024-03,Wales,Business Loan,Telephone,139073.25,2085,76.78,14621.94
2024-04,North,Personal Current Account,Branch,173207.75,3590,80.23,17581.15
2024-04,North,Personal Current Account,Mobile App,189648.81,4018,82.81,18438.74
2024-04,North,Personal Current Account,Online,198979.07,2471,49.44,15041.1
2024-04,North,Personal Current Account,Telephone,139926.38,2005,59.62,8713.04
2024-04,North,Savings Account,Branch,135803.6,2016,47.68,13533.32
2024-04,North,Savings Account,Mobile App,118245.45,2223,84.25,7887.48
2024-04,North,Savings Account,Online,124572.09,2514,64.14,14418.02
2024-04,North,Savings Account,Telephone,91342.93,1339,83.36,5908.57
2024-04,North,Mortgage,Branch,381857.04,5104,54.02,28520.83
2024-04,North,Mortgage,Mobile App,386097.45,6932,72.21,26795.23
2024-04,North,Mortgage,Online,384368.18,8086,58.81,32300.72
2024-04,North,Mortgage,Telephone,274854.42,4160,49.91,27399.62
2024-04,North,Credit Card,Branch,92299.5,1279,66.31,6503.28
2024-04,North,Credit Card,Mobile App,91679.81,1312,77.0,10650.95
2024-04,North,Credit Card,Online,114945.18,1486,82.64,6275.31
2024-04,North,Credit Card,Telephone,65133.77,807,63.31,3622.21
2024-04,North,Business Loan,Branch,285013.71,3522,56.53,33336.31
2024-04,North,Business Loan,Mobile App,281377.26,5698,56.04,27798.88
2024-04,North,Business Loan,Online,325394.1,5017,80.0,28129.71
2024-04,North,Business Loan,Telephone,208714.83,2977,56.73,24601.26
2024-04,South,Personal Current Account,Branch,216383.83,3246,50.28,16070.61
2024-04,South,Personal Current Account,Mobile App,205971.9,3282,70.79,14501.69
2024-04,South,Personal Current Account,Online,238793.25,5025,79.87,15823.15
2024-04,South,Personal Current Account,Telephone,155337.89,1873,70.79,12243.49
2024-04,South,Savings Account,Branch,146042.96,2487,70.84,10637.98
2024-04,South,Savings Account,Mobile App,137437.57,1999,72.87,14971.56
2024-04,South,Savings Account,Online,159875.73,2545,57.16,9470.53
2024-04,South,Savings Account,Telephone,104877.1,1369,51.87,7152.67
2024-04,South,Mortgage,Branch,434345.59,6747,83.83,45120.9
2024-04,South,Mortgage,Mobile App,406038.57,8658,59.12,33260.59
2024-04,South,Mortgage,Online,426795.53,8262,81.97,42605.65
2024-04,South,Mortgage,Telephone,321708.54,5703,83.93,34986.84
2024-04,South,Credit Card,Branch,103002.99,1416,71.65,6256.81
2024-04,South,Credit Card,Mobile App,101888.99,1868,46.65,7352.7
2024-04,South,Credit Card,Online,115310.5,2303,55.42,7254.73
2024-04,South,Credit Card,Telephone,83079.48,1230,46.39,5997.18
2024-04,South,Business Loan,Branch,293234.98,4990,59.92,25743.29
2024-04,South,Business Loan,Mobile App,353269.43,6859,57.06,40424.75
2024-04,South,Business Loan,Online,369344.61,6036,64.98,22226.0
2024-04,South,Business Loan,Telephone,238359.61,3764,57.81,11989.63
2024-04,East,Personal Current Account,Branch,162093.3,2174,84.02,11863.55
2024-04,East,Personal Current Account,Mobile App,160846.47,2196,63.96,11305.56
2024-04,East,Personal Current Account,Online,183292.7,2214,84.23,16525.84
2024-04,East,Personal Current Account,Telephone,122789.29,2413,67.61,13934.33
2024-04,East,Savings Account,Branch,110706.88,1766,72.57,11205.18
2024-04,East,Savings Account,Mobile App,106399.89,1313,50.58,9423.54
2024-04,East,Savings Account,Online,118755.14,2071,61.07,12927.85
2024-04,East,Savings Account,Telephone,79317.14,1262,48.7,4271.41
2024-04,East,Mortgage,Branch,313412.33,4435,68.34,20544.2
2024-04,East,Mortgage,Mobile App,323248.6,3921,56.12,16672.65
2024-04,East,Mortgage,Online,357414.02,5371,62.82,34672.39
2024-04,East,Mortgage,Telephone,205374.98,4234,65.47,13064.21
2024-04,East,Credit Card,Branch,83356.02,1444,69.2,9672.48
2024-04,East,Credit Card,Mobile App,80134.38,985,59.44,4836.61
2024-04,East,Credit Card,Online,89707.82,1133,59.79,6826.6
2024-04,East,Credit Card,Telephone,58919.89,1044,59.05,6977.69
2024-04,East,Business Loan,Branch,254631.73,3184,48.5,25705.01
2024-04,East,Business Loan,Mobile App,247586.11,3944,84.7,26308.0
2024-04,East,Business Loan,Online,260998.79,4615,77.23,30778.35
2024-04,East,Business Loan,Telephone,182473.45,2945,80.86,10906.39
2024-04,West,Personal Current Account,Branch,147918.48,2159,48.44,9547.38
2024-04,West,Personal Current Account,Mobile App,142345.87,2224,79.7,16948.37
2024-04,West,Personal Current Account,Online,165835.82,3480,83.4,17069.15
2024-04,West,Personal Current Account,Telephone,117311.82,2416,61.38,13374.57
2024-04,West,Savings Account,Branch,106511.63,1729,67.23,10621.05
2024-04,West,Savings Account,Mobile App,102501.37,1362,50.48,6459.68
2024-04,West,Savings Account,Online,116689.03,1936,67.15,6179.42
2024-04,West,Savings Account,Telephone,77160.92,988,78.38,5499.57
2024-04,West,Mortgage,Branch,291571.47,4327,63.54,15126.38
2024-04,West,Mortgage,Mobile App,298011.27,6608,55.51,34844.03
2024-04,West,Mortgage,Online,341339.42,4355,63.9,32689.02
2024-04,West,Mortgage,Telephone,227152.85,2814,61.69,19178.98
2024-04,West,Credit Card,Branch,80609.48,1111,54.79,4703.95
2024-04,West,Credit Card,Mobile App,77464.26,1381,84.77,4235.03
2024-04,West,Credit Card,Online,86245.63,1152,68.24,7726.77
2024-04,West,Credit Card,Telephone,59127.1,741,70.12,4926.64
2024-04,West,Business Loan,Branch,230605.1,3168,49.78,19803.63
2024-04,West,Business Loan,Mobile App,218018.21,3205,78.81,13386.17
2024-04,West,Business Loan,Online,253485.74,5354,57.79,28259.15
2024-04,West,Business Loan,Telephone,165031.68,3273,51.53,11401.53
2024-04,Scotland,Personal Current Account,Branch,141424.51,2289,81.48,10595.37
2024-04,Scotland,Personal Current Account,Mobile App,141467.46,2499,66.18,16345.46
2024-04,Scotland,Personal Current Account,Online,155557.91,2372,75.66,9773.29
2024-04,Scotland,Personal Current Account,Telephone,105780.69,2168,75.11,9315.03
2024-04,Scotland,Savings Account,Branch,89560.35,1120,78.07,8772.23
2024-04,Scotland,Savings Account,Mobile App,95669.32,1677,72.42,9393.22
2024-04,Scotland,Savings Account,Online,107105.16,2193,68.2,11527.95
2024-04,Scotland,Savings Account,Telephone,69066.39,1517,65.73,5256.71
2024-04,Scotland,Mortgage,Branch,290077.77,4504,58.61,32997.84
2024-04,Scotland,Mortgage,Mobile App,287051.09,5846,51.18,18795.52
